"Marca";"modelo_serie";"Gbs";"Preço";"Referência";"carimbo_de_data_hora";"com_que_frequencia_costuma_jogar_games";"idade_anos";"genero";"estado_de_residencia";"situacao_atual";"grau_de_escolaridade";"qual_plataforma_prefere_usar_para_jogar";"voce_conhece_os_componentes_do_seu_computador_processador_placa_de_video_e_memoria_ram";"quantos_gigabytes_de_memoria_ram";"qual_a_marca_do_seu_processador";"qual_o_modelo_do_processador";"a_maioria_das_suas_pecas_foram_compradas_em";"qual_console_voce_possui";"o_seu_console_mais_recente_foi_comprado_em";"qual_seu_estilo_de_jogo_favorito";"qual_seu_jogo_preferido";"em_media_quanto_costuma_gastar_mensalmente_com_jogos"
"nvidia";"gtx 1080ti";"mais de 8 GB";"5000";"https://produto.mercadolivre.com.br/MLB-948546081-placa-de-video-asus-rog-strix-geforce-gtx-1080ti-oc-11gb-_JM?quantity=1";2019-06-18 00:32:36;"Frequentemente";20;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"AMD Ryzen 5 2600X";"Loja virtual";NA;NA;"Aventura, Luta, MOBA, RPG/MMORPG";"Saga Dark Souls";"R$1 a R$50"
"nvidia";"gtx 1080ti";"mais de 8 GB";"5000";"https://produto.mercadolivre.com.br/MLB-948546081-placa-de-video-asus-rog-strix-geforce-gtx-1080ti-oc-11gb-_JM?quantity=1";2019-06-20 18:18:42;"Frequentemente";28;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700k";"Loja virtual";NA;NA;"FPS/TPS, MOBA";"Counter Strike";"mais de R$200"
"nvidia";"gtx 1080ti";"mais de 8 GB";"5000";"https://produto.mercadolivre.com.br/MLB-948546081-placa-de-video-asus-rog-strix-geforce-gtx-1080ti-oc-11gb-_JM?quantity=1";2019-06-21 12:38:05;"Frequentemente";27;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD FX 8120";"Loja física";NA;NA;"FPS/TPS, MOBA, RPG/MMORPG, Simulação";"Assetto Corsa";"R$1 a R$50"
"nvidia";"gtx 1080ti";"mais de 8 GB";"5000";"https://produto.mercadolivre.com.br/MLB-948546081-placa-de-video-asus-rog-strix-geforce-gtx-1080ti-oc-11gb-_JM?quantity=1";2019-06-22 02:09:15;"Frequentemente";39;"Homem";"Paraná – PR";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7-4790";"Loja física";NA;NA;"Mundo Aberto, RPG/MMORPG, estrategia";"The Witcher 3";"R$101 a R$150"
"nvidia";"gtx 660ti";"2 GB";"470";"https://produto.mercadolivre.com.br/MLB-1227980371-gtx-660-ti-2-gb-power-edition-_JM";2019-06-17 21:41:25;"Frequentemente";19;"Mulher";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i3 7400";"Loja virtual";NA;NA;"Aventura, Mundo Aberto, RPG/MMORPG, Simulação";"WoW";"Nada"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-17 21:27:12;"Frequentemente";21;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I3";"Loja física";NA;NA;"ARCADE, Aventura, Corrida, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"Gran turismo 2";"R$1 a R$50"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-17 21:38:39;"Regularmente";19;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"A8 7600";"Loja física";NA;NA;"ARCADE, Aventura, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"TES V SKYRIM";"R$1 a R$50"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-17 21:40:50;"Frequentemente";19;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"4440.0";"Loja física";NA;NA;"Aventura, RPG/MMORPG";"Blade and Soul";"R$1 a R$50"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-17 23:12:59;"Frequentemente";16;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"6 GB";"AMD";"AMD FX 6300 Six Core Processor";"Loja física";NA;NA;"ARCADE, Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror";"Destiny e Life Is Strange";"Nada"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-17 23:20:07;"Frequentemente";22;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD FX 8350";"Loja física";NA;NA;"FPS/TPS, MOBA, Sobrevivência";"Pubg";"R$51 a R$100"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-20 12:45:43;"Frequentemente";18;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 6xxx";"Loja virtual";NA;NA;"ARCADE, Corrida, FPS/TPS, RPG/MMORPG, Simulação, Sobrevivência";"Forza Horizon 4";"R$101 a R$150"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-20 17:56:56;"Frequentemente";13;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"6 GB";"Intel";"i5 2320";"Loja virtual";NA;NA;"FPS/TPS";"CSGO";"R$1 a R$50"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-21 01:21:06;"Frequentemente";23;"Homem";"Rio de Janeiro – RJ";"Não Estuda e Não Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 4460";"Loja física";NA;NA;"ARCADE, Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"Ace combat 5";"R$51 a R$100"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-21 11:36:39;"Frequentemente";14;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD FX 6300";"Loja virtual";NA;NA;"FPS/TPS";"Csgo";"R$51 a R$100"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-21 20:31:20;"Frequentemente";23;"Homem";"Mato Grosso do Sul – MS";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 8400";"Loja virtual";NA;NA;"ARCADE, Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"CS";"R$101 a R$150"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-21 22:03:19;"Frequentemente";15;"Homem";"Paraná – PR";"Só Estuda";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 3330 3,00ghz";"Loja física";NA;NA;"FPS/TPS, Mundo Aberto, Sobrevivência";"Counter-Strike Global Offensive";"Nada"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-22 00:52:34;"Regularmente";16;"Homem";"Mato Grosso – MT";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"12 GB";"Intel";"i5 3330";"Loja física";NA;NA;"FPS/TPS";"pubg";"Nada"
"nvidia";"gtx 750ti";"2 GB";"369.90";"https://produto.mercadolivre.com.br/MLB-1265445127-placa-de-video-asus-gtx-750ti-2gb-gamer-top-frete-gratis-_JM";2019-06-22 01:47:30;"Frequentemente";18;"Homem";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD phenon x6";"Loja física";NA;NA;"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"League  of legends";"Nada"
"nvidia";"gtx 980ti";"6 GB";"1850";"https://produto.mercadolivre.com.br/MLB-1257620904-galax-gtx-980ti-hall-of-fame-hof-_JM";2019-06-22 01:34:11;"Frequentemente";23;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I7 7770k";"Loja física";NA;NA;"ARCADE, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"Rust";"R$1 a R$50"
"nvidia";"gtx 980ti";"6 GB";"1850";"https://produto.mercadolivre.com.br/MLB-1257620904-galax-gtx-980ti-hall-of-fame-hof-_JM";2019-06-22 02:12:17;"Frequentemente";19;"Homem";"Mato Grosso – MT";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I7 4770K";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, Simulação";"Half Life";"R$1 a R$50"
"nvidia";"gtx 660";"2 GB";"789.9";"https://produto.mercadolivre.com.br/MLB-1237754325-geforce-zotac-gtx-performance-nvidia-gtx-660-2gb-ddr5-192bit-_JM?quantity=1";2019-06-22 18:44:38;"Regularmente";25;"Homem";"São Paulo – SP";"Não Estuda e Não Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"12 GB";"Intel";"i5";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Tibia";"R$1 a R$50"
"nvidia";"gtx 1650";"4 GB";"870.47";"https://www.kabum.com.br/produto/101682/placa-de-video-galax-nvidia-geforce-gtx-1650-ex-4gb-gddr5-65sqh8ds08ex?gclid=EAIaIQobChMIuPnFs42c4wIVioeRCh02xAVSEAQYASABEgLwGvD_BwE";2019-06-23 04:07:55;"Frequentemente";26;"Homem";"Rio de Janeiro – RJ";"Não Estuda e Não Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"AMD ryzen 2400g";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG";"League of legends";"R$51 a R$100"
"amd";"hd 5450";"1 GB";"235.18";"https://www.kabum.com.br/produto/101523/placa-de-video-pcyes-amd-radeon-hd5450-1gb-ddr3-pj54506401d3lp?gclid=EAIaIQobChMImK-rhveb4wIVl47ICh2iNwE4EAYYASABEgItrfD_BwE";2019-06-20 18:08:10;"Frequentemente";16;"Homem";"Paraná – PR";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"FX 6100";"Loja física";NA;NA;"FPS/TPS, MOBA, Sobrevivência";"CS:GO";"R$1 a R$50"
"amd";"hd 7700";"1 GB";"300";"https://produto.mercadolivre.com.br/MLB-1233480704-placa-de-video-sapphire-radeon-hd-7700-1gb-128bits-gddr5-_JM";2019-06-23 12:05:43;"Frequentemente";18;"Homem";"São Paulo – SP";"Não Estuda e Não Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD Radeon R7";"Loja física";NA;NA;"RPG/MMORPG";"World of Warcraft";"R$1 a R$50"
"amd";"r7 265";"2 GB";"529";"https://produto.mercadolivre.com.br/MLB-1262555997-placa-de-video-sapphire-amd-r7-265-2gb-gddr5-256bits-nova-_JM";2019-06-20 18:14:52;"Frequentemente";26;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"4 GB";"AMD";"fx-6300";"Loja virtual";NA;NA;"Corrida, FPS/TPS, RPG/MMORPG, Simulação";"Counter strike global offensive";"R$1 a R$50"
"amd";"r7 370";"4 GB";"899";"https://produto.mercadolivre.com.br/MLB-782256903-placa-de-video-vga-msi-amd-radeon-r7-370-gaming-4g-oc-gddr5-_JM?quantity=1";2019-06-20 19:51:46;"Frequentemente";20;"Homem";"Santa Catarina – SC";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 7400";"Loja virtual";NA;NA;"Aventura, Corrida, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência";"Far Cry 3";"R$1 a R$50"
"amd";"r7 370";"4 GB";"899";"https://produto.mercadolivre.com.br/MLB-782256903-placa-de-video-vga-msi-amd-radeon-r7-370-gaming-4g-oc-gddr5-_JM?quantity=1";2019-06-23 13:23:20;"Frequentemente";20;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD FX 8320";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"Hearthstone";"R$1 a R$50"
"amd";"r9 380";"4 GB";"1199";"https://produto.mercadolivre.com.br/MLB-1245936945-radeon-r9-380x-4gb-256bit-lacrada-nova-_JM";2019-06-20 02:13:45;"Frequentemente";28;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 4790K";"Loja física";NA;NA;"ARCADE, Aventura, Corrida, MOBA, Mundo Aberto, RPG/MMORPG";"Assassins Creed";"R$51 a R$100"
"amd";"r9 290x";"4 GB";"920";"https://produto.mercadolivre.com.br/MLB-1240097068-placa-seminova-amd-radeon-r9-290x-4gb-512bits-_JM?matt_tool=31375785&matt_word=&gclid=EAIaIQobChMI1L2CzYec4wIVgYCRCh0FsQRxEAYYASABEgIrnvD_BwE";2019-06-21 22:07:05;"Regularmente";31;"Homem";"Rio Grande do Sul – RS";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Amd fx8350";"Loja física";NA;NA;"Aventura, FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência";"League of legends";"R$51 a R$100"
"nvidia";"rtx 2080ti";"mais de 8 GB";"7764.59";"https://www.kabum.com.br/produto/98098/placa-de-video-gigabyte-nvidia-geforce-rtx-2080-ti-windforce-11gb-gddr6-gv-n208twf3oc-11gc?gclid=EAIaIQobChMInKiA84Oc4wIVioSRCh3_OwsyEAYYASABEgJfVfD_BwE";2019-06-21 08:35:55;"Frequentemente";31;"Homem";"Minas Gerais – MG";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I7 8700k";"Loja virtual";NA;NA;"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Terror";"Metal gear solid";"R$51 a R$100"
"nvidia";"rtx 2080ti";"mais de 8 GB";"7764.59";"https://www.kabum.com.br/produto/98098/placa-de-video-gigabyte-nvidia-geforce-rtx-2080-ti-windforce-11gb-gddr6-gv-n208twf3oc-11gc?gclid=EAIaIQobChMInKiA84Oc4wIVioSRCh3_OwsyEAYYASABEgJfVfD_BwE";2019-06-22 02:35:07;"Frequentemente";18;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"mais de 16 GB";"Intel";"i9 9900k";"Loja virtual";NA;NA;"ARCADE, Aventura, Corrida, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror";"Far Cry";"mais de R$200"
"nvidia";"rtx 2080ti";"mais de 8 GB";"7764.59";"https://www.kabum.com.br/produto/98098/placa-de-video-gigabyte-nvidia-geforce-rtx-2080-ti-windforce-11gb-gddr6-gv-n208twf3oc-11gc?gclid=EAIaIQobChMInKiA84Oc4wIVioSRCh3_OwsyEAYYASABEgJfVfD_BwE";2019-06-24 01:35:59;"Frequentemente";19;"Homem";"Minas Gerais – MG";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"mais de 16 GB";"Intel";"i9 9900k";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Atualmente Rainbow Six e World of Warcraft";"R$1 a R$50"
"nvidia";"rtx 2070";"8 GB";"3241.06";"https://www.kabum.com.br/produto/99796/placa-de-video-evga-nvidia-geforce-rtx-2070-xc-black-edition-gaming-8gb-gddr6-08g-p4-1171-kr?gclid=EAIaIQobChMI69-26oyc4wIVDYaRCh1NVQdnEAYYASABEgLn__D_BwE";2019-06-22 22:27:21;"Frequentemente";17;"Mulher";"Santa Catarina – SC";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 8400";"Loja virtual";NA;NA;"Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"World of Warcraft, Dark Souls";"R$1 a R$50"
"amd";"rx 460";"4 GB";"705.86";"https://produto.mercadolivre.com.br/MLB-1237587858-placa-de-video-amd-radeon-rx-460-dual-fan-4gb-gddr5-pcyes-_JM?quantity=1";2019-06-20 18:05:23;"Frequentemente";16;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"FX 6300";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, RTS - estratégia em tempo real";"The Last Of Us /CS / R6 / Victoria 2";"R$1 a R$50"
"amd";"rx 460";"4 GB";"705.86";"https://produto.mercadolivre.com.br/MLB-1237587858-placa-de-video-amd-radeon-rx-460-dual-fan-4gb-gddr5-pcyes-_JM?quantity=1";2019-06-23 10:55:54;"Frequentemente";23;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Ryzen 5 1600";"Loja virtual";NA;NA;"Aventura, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Não consigo escolher";"R$1 a R$50"
"amd";"rx 460";"2 GB";"595";"https://produto.mercadolivre.com.br/MLB-854471277-placa-de-video-2gb-pciexp-rx460-128-bits-gddr3-radeon-xfx-_JM?quantity=1";2019-06-20 18:18:53;"Regularmente";22;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 4460";"Loja virtual";NA;NA;"ARCADE, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"CS:GO";"Nada"
"amd";"rx 460";"2 GB";"595";"https://produto.mercadolivre.com.br/MLB-854471277-placa-de-video-2gb-pciexp-rx460-128-bits-gddr3-radeon-xfx-_JM?quantity=1";2019-06-21 11:32:48;"Frequentemente";21;"Homem";"Rio Grande do Sul – RS";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"FX 8320e";"Loja virtual";NA;NA;"Esporte, FPS/TPS";"CSGO";"R$1 a R$50"
"amd";"rx 470";"4 GB";"799.99";"https://produto.mercadolivre.com.br/MLB-1264717957-vga-radeon-4gb-rx-470-ddr5-256bits-asus-mining-oem-_JM?quantity=1";2019-06-20 20:21:49;"Frequentemente";22;"Homem";"Espírito Santo – ES";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"Fx8350";"Loja virtual";NA;NA;"Corrida, Esporte, FPS/TPS, MOBA, Mundo Aberto, Simulação, Sobrevivência";"CS Go";"R$1 a R$50"
"amd";"rx 470";"4 GB";"799.99";"https://produto.mercadolivre.com.br/MLB-1264717957-vga-radeon-4gb-rx-470-ddr5-256bits-asus-mining-oem-_JM?quantity=1";2019-06-22 15:29:52;"Frequentemente";19;"Homem";"Espírito Santo – ES";"Só Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"4 GB";"Intel";"i3 3220";"Loja física";NA;NA;"Corrida, Esporte, FPS/TPS, MOBA, Mundo Aberto, Simulação, Sobrevivência";"League of Legends";"R$1 a R$50"
"amd";"rx 550";"2 GB";"499";"https://produto.mercadolivre.com.br/MLB-985480985-placa-de-video-rx550-2gb-ddr5-128-bits-amd-radeon-gaming-_JM?quantity=1";2019-06-17 23:35:22;"Regularmente";21;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"2 GB";"Intel";"Dual core";"Loja física";NA;NA;"Aventura, MOBA, Mundo Aberto, RPG/MMORPG";"Assasin's Creed";"Nada"
"amd";"rx 550";"2 GB";"499";"https://produto.mercadolivre.com.br/MLB-985480985-placa-de-video-rx550-2gb-ddr5-128-bits-amd-radeon-gaming-_JM?quantity=1";2019-06-20 14:33:11;"Frequentemente";13;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"intel i5-2400";"Loja virtual";NA;NA;"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"GTA V";"Nada"
"amd";"rx 550";"2 GB";"499";"https://produto.mercadolivre.com.br/MLB-985480985-placa-de-video-rx550-2gb-ddr5-128-bits-amd-radeon-gaming-_JM?quantity=1";2019-06-21 20:43:48;"Frequentemente";14;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I5 8400";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto, RPG/MMORPG";"Fortnite";"R$51 a R$100"
"amd";"rx 550";"4 GB";"646.94";"https://www.kabum.com.br/produto/101529/placa-de-video-pcyes-amd-radeon-rx-550-4gb-gddr5-pj550rx12804g5df?gclid=EAIaIQobChMIqoOT3Iqc4wIVBgiRCh2bGgavEAQYASABEgKL2fD_BwE";2019-06-22 17:06:30;"Frequentemente";47;"Mulher";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"FX (tm) - 6300";"Loja virtual";NA;NA;"RPG/MMORPG, Simulação";"World of Warcraft";"R$1 a R$50"
"amd";"rx 560";"4 GB";"679.90";"https://www.americanas.com.br/produto/133432747/placa-de-video-radeon-rx-560-4gb-oc-gddr5-r2-gigabyte?WT.srch=1&acc=e789ea56094489dffd798f86ff51c7a9&epar=bp_pl_00_go_pc_gamer&gclid=EAIaIQobChMIxsjS-YWc4wIVEAeRCh0FFwkpEAYYASABEgIWR_D_BwE&i=598e7738eec3dfb1f832e6fc&o=5adfab41ebb19ac62c4c2f6a&opn=YSMESP&sellerId=7640726000138";2019-06-21 21:06:46;"Frequentemente";14;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"12 GB";"AMD";"Ryzen 5 1400";"Loja física";NA;NA;"FPS/TPS, Mundo Aberto, Sobrevivência";"RUST";"R$1 a R$50"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-17 21:30:24;"Frequentemente";19;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"12 GB";"Intel";"I3 2130";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto";"Atualmente rainbow six";"Nada"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-17 21:30:28;"Frequentemente";19;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"12 GB";"Intel";"I3 2130";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto";"Atualmente rainbow six";"Nada"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-17 21:39:56;"Frequentemente";21;"Homem";"Ceará – CE";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Rezen 5 1600";"Loja física";NA;NA;"FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG";"MMORPG";"Nada"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-20 18:03:51;"Frequentemente";15;"Homem";"Santa Catarina – SC";"Estuda e Trabalha";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"R3 2200G";"Loja virtual";NA;NA;"FPS/TPS";"CSGO";"Nada"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-21 01:14:45;"Regularmente";24;"Homem";"Pernambuco – PE";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"R5 2400g";"Loja virtual";NA;NA;"Corrida, Esporte, FPS/TPS, Simulação";"CS:GO";"R$1 a R$50"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-21 09:32:36;"Frequentemente";20;"Homem";"Paraná – PR";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Ryzen 5 2400g";"Loja virtual";NA;NA;"FPS/TPS";"Cs go";"Nada"
